numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga
10021099;12/05/2015 19:35;19/08/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060111558.00;0078721699.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
10025814;12/05/2015 20:23;19/08/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061130252.00;0081011125.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9902266;11/05/2015 14:00;19/08/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060837086.00;0079164051.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9849210;10/05/2015 21:51;19/08/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061526423.00;0080515393.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
2058080;28/01/2015 11:01;10/04/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061033694.00;0079708404.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
2069128;28/01/2015 14:33;10/04/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060716530.00;0080191100.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
2067865;28/01/2015 15:30;10/04/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
721210;10/01/2015 23:34;28/05/2015 00:00; H06001;ATROPELAMENTO DE PESSOA COM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061386926.00;0080630934.00;SIM;SIM;13;ACIDENTE COM VÍTIMA FATAL;00/00/0000;0;NÃO INFORMADO
674334;10/01/2015 07:25;28/05/2015 00:00; H06001;ATROPELAMENTO DE PESSOA COM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060448118.00;0079482837.00;SIM;SIM;13;ACIDENTE COM VÍTIMA FATAL;00/00/0000;0;NÃO INFORMADO
669316;10/01/2015 03:05;28/05/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061394841.00;0079479908.00;SIM;SIM;13;ACIDENTE COM VÍTIMA FATAL;00/00/0000;0;NÃO INFORMADO
5500206;14/03/2015 14:22;06/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061064957.00;0079714609.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5759382;11/03/2015 15:30;07/07/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061220455.00;0079775914.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5759354;17/03/2015 19:58;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060619229.00;0079162614.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5646872;16/03/2015 16:11;07/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060535548.00;0079495629.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5666087;16/03/2015 13:45;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0059876339.00;0079009740.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5666193;16/03/2015 14:06;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0059970589.00;0079111567.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5666516;16/03/2015 17:26;07/07/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060184254.00;0079062549.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5666858;16/03/2015 16:21;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060158740.00;0078893487.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5666923;16/03/2015 17:17;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060461865.00;0079940114.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5668020;16/03/2015 19:39;07/07/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5668712;16/03/2015 18:27;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061120160.00;0079743518.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5669219;16/03/2015 19:49;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060701348.00;0079672698.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5671233;16/03/2015 16:18;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060864062.00;0079837207.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5671456;16/03/2015 19:02;07/07/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061527152.00;0079984848.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5680695;16/03/2015 22:59;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061173182.00;0080549017.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5681659;16/03/2015 22:27;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061500875.00;0080023538.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5756216;17/03/2015 18:07;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061376364.00;0079616458.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5756937;17/03/2015 18:56;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060701215.00;0079858849.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5757264;17/03/2015 17:57;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061463754.00;0079748981.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5758622;17/03/2015 18:52;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060688886.00;0081022024.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5668411;16/03/2015 19:36;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061263137.00;0079572693.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5677782;16/03/2015 20:00;07/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061051373.00;0080130488.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5922411;19/03/2015 20:42;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5926987;20/03/2015 00:19;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060837855.00;0079460290.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5927048;19/03/2015 21:29;08/07/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060476441.00;0079649579.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5956626;20/03/2015 10:26;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061137475.00;0079922716.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
6002410;20/03/2015 15:40;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060804076.00;0079822346.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5968410;20/03/2015 13:32;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061281691.00;0080083590.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5971806;20/03/2015 12:53;08/07/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060962485.00;0080199098.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5973818;20/03/2015 12:26;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060402366.00;0080182657.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5981632;20/03/2015 15:46;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060613039.00;0080390409.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5980744;20/03/2015 15:14;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060994677.00;0080362462.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5929940;20/03/2015 02:18;08/07/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061416116.00;0080185874.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5931090;20/03/2015 02:09;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060784046.00;0080982846.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5557891;15/03/2015 14:22;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061238825.00;0080458304.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
6222702;24/03/2015 08:24;08/07/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061028348.00;0079937685.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
6224965;24/03/2015 07:20;08/07/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060716273.00;0080417226.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5759432;17/03/2015 18:51;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5761851;17/03/2015 21:30;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061531926.00;0080471244.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5764645;17/03/2015 21:25;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061488192.00;0079745821.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5765483;17/03/2015 23:13;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061314203.00;0079677263.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5765715;18/03/2015 00:44;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061544846.00;0079868167.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5772507;18/03/2015 08:29;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0060987296.00;0080739274.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5779251;16/03/2015 13:15;08/07/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061432322.00;0079750699.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5780503;18/03/2015 05:41;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5780964;18/03/2015 10:07;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061392965.00;0080284569.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5785196;18/03/2015 08:19;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0060942160.00;0080844089.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5785666;18/03/2015 08:07;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061139238.00;0079651436.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5792580;18/03/2015 11:57;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061154601.00;0079734279.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5802821;18/03/2015 14:11;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060737117.00;0080821295.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5803698;18/03/2015 13:04;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0059888522.00;0079024852.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5804623;18/03/2015 14:17;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060358714.00;0080281587.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5818000;18/03/2015 14:11;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060681148.00;0080516477.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5819948;18/03/2015 16:07;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060851735.00;0079178589.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5820130;18/03/2015 15:05;08/07/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060825732.00;0079292873.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5537574;15/03/2015 04:36;08/07/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5540509;15/03/2015 07:14;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061127640.00;0079553028.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5777707;18/03/2015 08:03;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061393374.00;0079937090.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5765310;17/03/2015 19:48;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060569843.00;0079246703.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5786658;18/03/2015 09:49;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0060940060.00;0080649214.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5810085;18/03/2015 14:43;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060815903.00;0080747267.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5771753;18/03/2015 07:00;08/07/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061045476.00;0079748330.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5804062;18/03/2015 13:46;08/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061323188.00;0080515447.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
3080454;14/03/2015 02:01;02/07/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061210405.00;0080153131.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5095353;09/03/2015 13:28;02/07/2015 00:00; H03002;QUEDA DE VEICULO COM VITIMA                       ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
5240302;11/03/2015 07:46;02/07/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060865439.00;0080686257.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
